功能名,Function name,register address,Decimal,fields,type,accuracy,units,min,max,Properties,说明,Description,Confidential,Mask computation,,Support single register read,Support single register write,Register linking is supported,Register concatenation is supported,备注(Remarks),Remarks
,,112F,,TOU_Control,U16,,,1,1,RW,"分时电价-写入控制；
写入值为1时，分时电价影子寄存器中的值更新到系统分时电价配置中；
读取时，返回上次写入操作的状态：
0x0000：成功
0x0001：正在操作
0xFFFB：操作失败，控制器拒绝响应（可能控制器正忙或配置错误）
0xFFFC：操作失败，控制器无应答
0xFFFD：操作失败，当前功能被禁止
0xFFFE：操作失败，参数存储失败
0xFFFF：操作失败，输入参数有误","Time-of-day tariff - write control;
On a write value of 1, the value in the timesharing tariff shadow register is updated to the system timesharing tariff configuration;
On a read, the status of the last write operation is returned:
0x0000: successful
0x0001: operation in progress
0xFFFB: operation failed, controller refused to respond (possibly controller is busy or misconfigured)
0xFFFC: operation failed, no response from the controller
0xFFFD: operation failed, current function is disabled
0xFFFE: operation failed, parameter storage failed
0xFFFF: operation failed, wrong input parameters",End-users,,,,,,,,
削峰模式,Peak-shaving mode,1130 -- 1131,,Peak_Shaving_Discharge_Threshold,U32,1,W,100,,RW,允许系统从电网买电的功率上限,Upper limit of the power allowed to the system to buy power from the grid,End-users,,,,,,,"此参数为削峰模式的参数设置。
写入时，固定的首地址为0x1130，长度为4","This parameter is the parameter setting for the peak shaving mode.
When writing in, the fixed first address is 0x1130 and the length is 4"
,,1132 -- 1133,,Peak_Shaving_Charge_Threshold,U32,1,W,100,,RW,允许系统向电网卖电的功率上限,Upper limit of the power allowed to the system to sell electricity to the grid,End-users,,,,,,,,
,,1134 -- 113F,,,,,,,,,预留,Reserved,,,,,,,,,
,,1140 -- 1143,,AddressMask_Config_Remote2,U64,,,,,R,"本地址开始的64个寄存器地址字的掩码区。
参看地址0x0040的说明","Mask area for the 64 register address words starting at this address.
Refer to the description of address 0x0040",End-users,00000000,0000000F,,,,,用于区分哪些地址有效，哪些地址无效，主要作用就是不同机型使用的寄存器不同，通过掩码做区分。此块区域支持任意读取。,Used to distinguish which addresses are valid and which are not. The main function is that different models use different registers and make the distinction by masking them. This area supports arbitrary reads.
离网模式,Off-grid mode,1144,,Off_Grid_Charge_Source,U16,,,0,2,RW,"离网模式 - 充电源选择：
0：电网
1：发电机
2：预留","Off-grid mode - Charging source selection:
0: Grid
1: Generator
2: Reserved",,,,,,,,"写入时，固定的首地址为0x1144，长度为3
此处有个特殊情况，可以单独从首地址为0x1146写入长度为1的数据","When writing, the first address is fixed at 0x1144 and the length is 3
There is a special case where data of length 1 can be written from a separate first address of 0x1146"
,,1145,,Off_Grid_Grid_Power,U16,0.01,kW,0,65535,RW,离网模式 - 电网取电功率,Off-grid mode - Grid draw power,,,,,,,,,
,,1146,,Off_Grid_DG_Power,U16,0.01,kW,0,65535,RW,离网模式 - 发电机最大取电功率,Off-grid mode - maximum generator power draw,,,,,,,,,
,,1147 -- 117F,,,,,,,,,预留,Reserved,,,,,,,,,
,,1180 -- 1183,,AddressMask_Config_Remote3,U64,,,,,R,"本地址开始的64个寄存器地址字的掩码区。
参看地址0x0040的说明","Mask area for the 64 register address words starting at this address.
Refer to the description of address 0x0040",End-users,00000000,0000000F,,,,,用于区分哪些地址有效，哪些地址无效，主要作用就是不同机型使用的寄存器不同，通过掩码做区分。此块区域支持任意读取。,It is used to distinguish which addresses are valid and which are not. The main function is that different models use different registers and the distinction is made by means of a mask. This area can be read at will.
被动模式,Passive mode,1184,,Passive_Timeout,U16,1,秒,0,65535,RW,"被动模式-超时控制；
默认值：0；
设置被动模式通信超时时间，当逆变器在超过该寄存器所设置时间内没有接收到任何通讯，逆变器强制执行超时动作。
特殊的，向该寄存器写入0将禁用超时功能。","Passive mode - timeout control;
Default value: 0;
Sets the passive mode communication timeout time. When the inverter does not receive any communication for longer than the time set in this register, the inverter forces a timeout action.
Specially, writing 0 to this register will disable the timeout function.",End-users,,,,,,,写入时，固定的首地址为0x1184，长度为2,"When writing, the first address is fixed at 0x1184 and the length is 2."
,,1185,,Passive_Timeout_Action,U16,,,0,1,RW,"被动模式-超时动作；
0：强制待机
1：强制恢复为进入被动模式前的储能模式","Passive mode - timeout action;
0: forces standby
1: forced return to the energy storage mode before entering the passive mode",End-users,,,,,,,,
,,1186,,Passive_Rsvd1,,,,,,,被动模式-预留1,Passive Mode-Reserve 1,End-users,,,,,,,,
Manual模式,Manual mode,1187 ,,Passive_Manual_Gdes,I32,1,W,-2147483648,2147483647 ,RW,"Manual模式期望电网功率（Gdes）；
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Manual mode desired grid power (Gdes);
Positive values indicate the power direction from grid to system"";Negative values indicate the power direction ""from the system to the grid"".""",End-users,,,,,,,"写入时，固定的首地址为0x1187，长度为6
此处有个特殊情况，可以单独从首地址为0x1189写入长度为4的数据","When writing, the fixed first address is 0x1187 and the length is 6
There is a special case here where data of length 4 can be written from a separate first address of 0x1189"
,,1188,,,,,,,,,,,End-users,,,,,,,,
,,1189,,Passive_Manual_Blo,I32,1,W,-2147483648,2147483647 ,RW,"Manual模式电池最低充放电功率（Blo）；
正值表示充电；
负值表示放电。","Manual mode battery minimum charge and discharge power (Blo);
Positive values indicate charging;
Negative values indicate discharging.",End-users,,,,,,,,
,,118A,,,,,,,,,,,End-users,,,,,,,,
,,118B,,Passive_Manual_Bup,I32,1,W,-2147483648,2147483647 ,RW,"Manual模式电池最高充放电功率（Bup）；
正值表示充电；
负值表示放电。","Maximum charge/discharge power (Bup) for Manual mode batteries;
Positive values indicate charging;
Negative values indicate discharging.",End-users,,,,,,,,
,,118C,,,,,,,,,,,End-users,,,,,,,,
,,118D,,Passive_Manual_Gdzup,I32,1,W,-2147483648,2147483647 ,RW,"Manual模式允许卖电功率(Gdzup)；
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Manual mode permissible power selling (Gdzup);
Positive values indicate the power direction from grid to system"";Negative values indicate the power direction ""from the system to the grid"".""",End-users,,,,,,,"
参数暂时未用到，可以读取，但不可写入","The parameter is not used at the moment and can be read, but not written """
,,118E,,,,,,,,,,,End-users,,,,,,,,
,,118F,,Passive_Manual_Gdzlo,I32,1,W,-2147483648,2147483647 ,RW,"Manual模式允许买电功率(Gdzlo)；
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Manual mode allows the purchase of power (Gdzlo);
Positive values indicate the power direction from the grid to the system"";",End-users,,,,,,,,
,,1190,,,,,,,,,,,End-users,,,,,,,,
Scheduler模式,Scheduler mode,1191,,Passive_Scheduler_Gdes_Ante,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式期望电网功率(Gdes_Ante)；
计划任务参数，计划时间段内有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode expected grid power (Gdes_Ante);
Scheduled task parameter, valid for the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,1192,,,,,,,,,,,End-users,,,,,,,,
,,1193,,Passive_Scheduler_Blo_Ante,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式电池最低充放电功率（Blo_Ante）；
计划任务参数，计划时间段内有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode battery minimum charge/discharge power (Blo_Ante);
Scheduled task parameter, valid for the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,1194,,,,,,,,,,,End-users,,,,,,,,
,,1195,,Passive_Scheduler_Bup_Ante,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式电池最高充放电功率（Bup_Ante）；
计划任务参数，计划时间段内有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode battery maximum charge/discharge power (Bup_Ante);
Scheduled task parameter, valid for the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,1196,,,,,,,,,,,End-users,,,,,,,,
,,1197,,Passive_Scheduler_Gdzup_Ante,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式允许卖电功率(Gdzup_Ante)；
计划任务参数，计划时间段内有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode allows the sale of electrical power (Gdzup_Ante);
Scheduled task parameter, valid for the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,1198,,,,,,,,,,,End-users,,,,,,,,
,,1199,,Passive_Scheduler_Gdzlo_Ante,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式允许买电功率(Gdzlo_Ante)；
计划任务参数，计划时间段内有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode allows the purchase of electrical power (Gdzlo_Ante);
Scheduled task parameter, valid for the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,119A,,,,,,,,,,,End-users,,,,,,,,
,,119B,,Passive_Scheduler_Gdes_Post,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式期望电网功率(Gdes_Post)；
计划任务参数，计划时间段后有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode expected grid power (Gdes_Post);
Scheduled task parameter, valid after the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,119C,,,,,,,,,,,End-users,,,,,,,,
,,119D,,Passive_Scheduler_Blo_Post,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式电池最低充放电功率（Blo_Post）；
计划任务参数，计划时间段后有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode battery minimum charge/discharge power (Blo_Post);
Scheduled task parameter, valid after the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,119E,,,,,,,,,,,End-users,,,,,,,,
,,119F,,Passive_Scheduler_Bup_Post,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式电池最高充放电功率（Bup_Post）；
计划任务参数，计划时间段后有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode battery maximum charge/discharge power (Bup_Post);
Scheduled task parameter, valid after the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,11A0,,,,,,,,,,,End-users,,,,,,,,
,,11A1,,Passive_Scheduler_Gdzup_Post,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式允许卖电功率(Gdzup_Post)；
计划任务参数，计划时间段后有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode allows selling power (Gdzup_Post);
Scheduled task parameter, valid after the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,11A2,,,,,,,,,,,End-users,,,,,,,,
,,11A3,,Passive_Scheduler_Gdzlo_Post,I32,1,W,-2147483648,2147483647 ,RW,"Scheduler模式允许买电功率(Gdzlo_Post)；
计划任务参数，计划时间段后有效。
正值表示功率方向“从电网至系统”；
负值表示功率方向“从系统至电网”。","Scheduler mode allows buying power (Gdzlo_Post);
Scheduled task parameter, valid after the scheduled time period.
Positive values indicate the power direction from grid to system"";",End-users,,,,,,,,
,,11A4,,,,,,,,,,,End-users,,,,,,,,
,,11A5,,Passive_Scheduler_StartTime,U32,1,秒,0,4294967296 ,RW,"Scheduler模式应用期望参数设定值的开始时间；
StartTime为unix时间格式，由于系统内部时间默认为格林威治时间（GMT）,因此在设置此参数时，应注意所在国当地时区，StartTime=（当地Unix Time）±（当地时间与UTC/GMT的时差对应的秒数）","The start time at which the Scheduler mode applies the value set for the desired parameter;
StartTime is in unix time format, since the system internal time defaults to Greenwich Mean Time (GMT),when setting this parameter, you should pay attention to the local time zone of your country, StartTime=(local Unix Time) ± (the number of seconds corresponding to the time difference between local time and UTC/GMT)",End-users,,,,,,,,
,,11A6,,,,,,,,,,,End-users,,,,,,,,
,,11A7,,Passive_Scheduler_DurationTime,U32,1,秒,0,4294967296 ,RW,Scheduler模式应用期望参数设定值的持续时间(DurationTime),DurationTime for the Scheduler mode to apply the desired parameter settings,End-users,,,,,,,,
,,11A8,,,,,,,,,,,End-users,,,,,,,,
,,11A9,,Passive_Scheduler_ManagementMode,U16,,,0,2,RW,"Scheduler模式管理模式选择(ManagementMode)；
0：自发自用模式
1：Manual模式
2：Scheduler模式
只能输入0、1、2，其他数据无效。","Scheduler mode management mode selection (ManagementMode);
0: Spontaneous mode
1: Manual mode
2: Scheduler mode
Only 0, 1 and 2 can be entered, other data is invalid.",End-users,,,,,,,,
,,11AA -- 11BF,,,,,,,,,预留,Reserved,,,,,,,,,
,,11C0 -- 11C3,,AddressMask_Config_Remote4,U64,,,,,R,"本地址开始的64个寄存器地址字的掩码区。
参看地址0x0040的说明","Mask area for the 64 register address words starting at this address.
Refer to the description of address 0x0040",End-users,00000000,0000000F,,,,,用于区分哪些地址有效，哪些地址无效，主要作用就是不同机型使用的寄存器不同，通过掩码做区分。此块区域支持任意读取。,It is used to distinguish which addresses are valid and which are not. The main function is that different models use different registers and are distinguished by a mask. This area can be read at will.
